event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days
EVT_501896,USER_0078,session,2024-01-13 01:35:06,1,5,1,0,none,,,android_app,,,,,,,,,,,,,,,32.9,48.0,1.46,,294
EVT_889644,USER_0467,login,2024-01-13 01:37:59,1,5,1,0,none,10.214.207.1,RU,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,243
EVT_576155,USER_0020,withdrawal,2024-01-13 01:39:44,1,5,1,1,consistent_winner,,,,,,,,,,,,,,,155.38,crypto,0.0,,,,,63
EVT_440224,USER_0436,trade,2024-01-13 01:41:13,1,5,1,0,none,,,,,,,GBPUSD,0.04,18603.82,202.77,3177.99,1635.0,0.946,0.0,,,,,,,,129
EVT_745449,USER_0229,login,2024-01-13 01:47:27,1,5,1,0,none,10.148.154.1,CN,safari_mac,1.0,1.0,0.0,,,,,,,,,,,,,,,,348
EVT_134909,USER_0228,trade,2024-01-13 01:48:24,1,5,1,0,none,,,,,,,USDCHF,1.27,1584.35,151.55,1262.25,3154.0,1.192,0.0,,,,,,,,31
EVT_754505,USER_0496,trade,2024-01-13 01:49:13,1,5,1,0,none,,,,,,,BTCUSD,1.77,6904.16,-337.4,3001.1,2628.0,0.776,1.0,,,,,,,,113
EVT_134112,USER_0447,withdrawal,2024-01-13 01:58:47,1,5,1,0,none,,,,,,,,,,,,,,,245.37,bank,0.0,,,,,265
EVT_524947,USER_0284,deposit,2024-01-13 01:59:32,1,5,1,0,none,,,,,,,,,,,,,,,1108.14,card,0.0,,,,,259
EVT_233521,USER_0339,trade,2024-01-13 02:02:30,2,5,1,0,none,,,,,,,GBPUSD,1.43,32274.0,278.5,3254.14,88.0,1.109,1.0,,,,,,,,84
EVT_612578,USER_0402,trade,2024-01-13 02:05:22,2,5,1,0,none,,,,,,,XAUUSD,0.23,10554.12,27.55,454.32,2692.0,0.794,0.0,,,,,,,,358
EVT_380189,USER_0152,trade,2024-01-13 02:10:39,2,5,1,0,none,,,,,,,EURUSD,1.57,16186.1,105.81,2969.22,962.0,0.734,0.0,,,,,,,,90
EVT_549752,USER_0134,deposit,2024-01-13 02:16:03,2,5,1,0,none,,,,,,,,,,,,,,,706.54,bank,0.0,,,,,331
EVT_800339,USER_0023,trade,2024-01-13 02:16:54,2,5,1,1,dormant_withdrawer,,,,,,,BTCUSD,0.66,8916.06,-244.12,209.45,2082.0,0.888,0.0,,,,,,,,339
EVT_656517,USER_0291,session,2024-01-13 02:20:25,2,5,1,0,none,,,firefox_linux,,,,,,,,,,,,,,,36.8,40.0,1.09,,190
EVT_482621,USER_0443,withdrawal,2024-01-13 02:22:03,2,5,1,0,none,,,,,,,,,,,,,,,433.71,bank,0.0,,,,,63
EVT_381230,USER_0447,session,2024-01-13 02:22:12,2,5,1,0,none,,,firefox_linux,,,,,,,,,,,,,,,51.0,18.0,0.35,,265
EVT_727453,USER_0150,withdrawal,2024-01-13 02:22:59,2,5,1,0,none,,,,,,,,,,,,,,,1079.51,bank,0.0,,,,,222
EVT_863699,USER_0232,withdrawal,2024-01-13 02:24:24,2,5,1,0,none,,,,,,,,,,,,,,,509.88,crypto,0.0,,,,,202
EVT_446033,USER_0206,login,2024-01-13 02:27:13,2,5,1,0,none,10.139.63.1,NG,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,29
EVT_680955,USER_0238,session,2024-01-13 02:30:43,2,5,1,0,none,,,chrome_win,,,,,,,,,,,,,,,47.1,76.0,1.61,,158
EVT_746223,USER_0357,trade,2024-01-13 02:33:08,2,5,1,0,none,,,,,,,USDJPY,1.06,10992.37,-70.17,1840.89,2476.0,0.989,1.0,,,,,,,,200
EVT_354715,USER_0197,trade,2024-01-13 02:35:04,2,5,1,0,none,,,,,,,EURUSD,1.86,8788.59,-33.21,1815.71,2440.0,0.808,0.0,,,,,,,,52
EVT_484015,USER_0227,trade,2024-01-13 02:36:22,2,5,1,0,none,,,,,,,USDCHF,1.35,4142.83,56.28,1938.25,2305.0,0.981,0.0,,,,,,,,77
EVT_426288,USER_0088,login,2024-01-13 02:37:00,2,5,1,0,none,10.94.26.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,351
EVT_183460,USER_0498,deposit,2024-01-13 02:39:40,2,5,1,0,none,,,,,,,,,,,,,,,792.31,card,0.0,,,,,275
EVT_302365,USER_0004,trade,2024-01-13 02:43:15,2,5,1,1,brute_forcer,,,,,,,XAUUSD,1.83,19876.22,-254.01,1417.11,763.0,1.078,0.0,,,,,,,,346
EVT_819262,USER_0175,deposit,2024-01-13 02:44:54,2,5,1,0,none,,,,,,,,,,,,,,,2311.69,crypto,0.0,,,,,233
EVT_809598,USER_0159,login,2024-01-13 02:56:38,2,5,1,0,none,10.46.110.1,RU,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,233
EVT_128328,USER_0040,deposit,2024-01-13 02:59:26,2,5,1,0,none,,,,,,,,,,,,,,,1857.87,card,0.0,,,,,86
EVT_229597,USER_0443,login,2024-01-13 03:03:00,3,5,1,0,none,10.75.61.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,63
EVT_433518,USER_0391,session,2024-01-13 03:08:49,3,5,1,0,none,,,safari_mac,,,,,,,,,,,,,,,21.6,27.0,1.25,,89
EVT_747295,USER_0467,deposit,2024-01-13 03:10:15,3,5,1,0,none,,,,,,,,,,,,,,,731.54,card,0.0,,,,,243
EVT_878223,USER_0035,deposit,2024-01-13 03:11:10,3,5,1,0,none,,,,,,,,,,,,,,,653.26,crypto,0.0,,,,,243
EVT_592842,USER_0495,login,2024-01-13 03:12:06,3,5,1,0,none,10.244.215.1,UK,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,95
EVT_878178,USER_0115,login,2024-01-13 03:12:25,3,5,1,0,none,10.51.233.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,317
EVT_507833,USER_0110,session,2024-01-13 03:17:17,3,5,1,0,none,,,firefox_linux,,,,,,,,,,,,,,,45.3,14.0,0.31,,267
EVT_703454,USER_0034,login,2024-01-13 03:19:17,3,5,1,0,none,10.4.153.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,88
EVT_339708,USER_0367,withdrawal,2024-01-13 03:19:31,3,5,1,0,none,,,,,,,,,,,,,,,1547.57,crypto,0.0,,,,,76
EVT_972449,USER_0130,login,2024-01-13 03:19:33,3,5,1,0,none,10.187.139.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,87
EVT_470085,USER_0205,session,2024-01-13 03:19:39,3,5,1,0,none,,,safari_mac,,,,,,,,,,,,,,,55.4,15.0,0.27,,40
EVT_825730,USER_0127,login,2024-01-13 03:20:16,3,5,1,0,none,10.254.146.1,SG,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,303
EVT_600356,USER_0252,session,2024-01-13 03:31:11,3,5,1,0,none,,,ios_app,,,,,,,,,,,,,,,24.4,56.0,2.3,,270
EVT_360828,USER_0216,kyc_change,2024-01-13 03:31:21,3,5,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,266
EVT_664839,USER_0108,kyc_change,2024-01-13 03:31:55,3,5,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,193
EVT_197674,USER_0161,trade,2024-01-13 03:32:23,3,5,1,0,none,,,,,,,BTCUSD,1.6,18368.58,86.77,3524.28,744.0,0.912,0.0,,,,,,,,216
EVT_757577,USER_0010,kyc_change,2024-01-13 03:32:41,3,5,1,1,device_switcher,,,,,,,,,,,,,,,,,,,,,address_update,185
EVT_862011,USER_0355,login,2024-01-13 03:32:58,3,5,1,0,none,10.30.141.1,UK,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,100
EVT_237539,USER_0383,login,2024-01-13 03:33:36,3,5,1,0,none,10.64.137.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,271
EVT_264288,USER_0275,login,2024-01-13 03:33:53,3,5,1,0,none,10.202.130.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,243
EVT_519852,USER_0486,withdrawal,2024-01-13 03:34:54,3,5,1,0,none,,,,,,,,,,,,,,,363.8,bank,0.0,,,,,267
EVT_117011,USER_0331,login,2024-01-13 03:35:35,3,5,1,0,none,10.220.54.1,IN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,87
EVT_685084,USER_0062,trade,2024-01-13 03:36:27,3,5,1,0,none,,,,,,,AUDUSD,0.96,8354.75,-503.45,4656.23,2693.0,1.098,0.0,,,,,,,,107
EVT_435749,USER_0211,session,2024-01-13 03:36:27,3,5,1,0,none,,,chrome_win,,,,,,,,,,,,,,,13.8,14.0,1.01,,177
EVT_344729,USER_0182,login,2024-01-13 03:36:44,3,5,1,0,none,10.179.158.1,RU,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,160
EVT_657295,USER_0432,session,2024-01-13 03:40:45,3,5,1,0,none,,,firefox_linux,,,,,,,,,,,,,,,52.4,48.0,0.92,,209
EVT_169172,USER_0182,trade,2024-01-13 03:41:09,3,5,1,0,none,,,,,,,USDJPY,0.58,26699.73,-12.52,3742.13,1136.0,0.943,0.0,,,,,,,,160
EVT_143293,USER_0431,login,2024-01-13 03:41:42,3,5,1,0,none,10.133.53.1,US,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,314
EVT_782904,USER_0144,login,2024-01-13 03:42:17,3,5,1,0,none,10.165.8.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,89
EVT_930019,USER_0311,login,2024-01-13 03:43:10,3,5,1,0,none,10.169.196.1,UK,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,339
EVT_460293,USER_0323,trade,2024-01-13 03:46:20,3,5,1,0,none,,,,,,,USDJPY,1.99,22696.85,-111.67,1926.28,3241.0,1.246,1.0,,,,,,,,252
EVT_338346,USER_0325,kyc_change,2024-01-13 03:49:19,3,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,15
EVT_798277,USER_0242,login,2024-01-13 03:50:13,3,5,1,0,none,10.70.170.1,CN,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,30
EVT_457693,USER_0414,login,2024-01-13 03:53:49,3,5,1,0,none,10.15.143.1,IN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,315
EVT_873151,USER_0382,kyc_change,2024-01-13 03:56:03,3,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,312
EVT_717076,USER_0499,login,2024-01-13 04:07:28,4,5,1,0,none,10.6.114.1,NG,firefox_linux,1.0,1.0,0.0,,,,,,,,,,,,,,,,340
EVT_472042,USER_0117,session,2024-01-13 04:09:14,4,5,1,0,none,,,firefox_linux,,,,,,,,,,,,,,,37.1,18.0,0.49,,350
EVT_861819,USER_0372,login,2024-01-13 04:09:59,4,5,1,0,none,10.145.13.1,AE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,86
EVT_934228,USER_0119,trade,2024-01-13 04:11:47,4,5,1,0,none,,,,,,,USDJPY,0.05,18383.51,404.92,2671.11,1531.0,0.932,0.0,,,,,,,,67
EVT_115511,USER_0002,login,2024-01-13 04:17:25,4,5,1,1,device_switcher,172.16.8.1,RU,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,62
EVT_144429,USER_0055,trade,2024-01-13 04:21:01,4,5,1,0,none,,,,,,,GBPUSD,1.4,9527.85,-154.63,281.65,1891.0,1.013,0.0,,,,,,,,122
EVT_616382,USER_0250,trade,2024-01-13 04:25:29,4,5,1,0,none,,,,,,,USDJPY,0.98,19646.37,-75.04,3514.79,1402.0,0.925,0.0,,,,,,,,114
EVT_576854,USER_0192,trade,2024-01-13 04:29:44,4,5,1,0,none,,,,,,,XAUUSD,1.24,27546.54,248.12,2884.25,453.0,1.234,0.0,,,,,,,,356
EVT_570464,USER_0361,trade,2024-01-13 04:30:09,4,5,1,0,none,,,,,,,XAUUSD,0.04,2841.03,366.92,322.57,3486.0,0.97,0.0,,,,,,,,211
EVT_616578,USER_0431,withdrawal,2024-01-13 04:31:07,4,5,1,0,none,,,,,,,,,,,,,,,980.36,bank,0.0,,,,,314
EVT_531651,USER_0305,trade,2024-01-13 04:34:34,4,5,1,0,none,,,,,,,GBPUSD,0.16,1596.97,-128.18,2980.07,2727.0,0.746,0.0,,,,,,,,260
EVT_431104,USER_0239,deposit,2024-01-13 04:35:02,4,5,1,0,none,,,,,,,,,,,,,,,1438.47,bank,0.0,,,,,56
EVT_784018,USER_0400,login,2024-01-13 04:38:08,4,5,1,0,none,10.238.160.1,RU,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,257
EVT_412892,USER_0096,trade,2024-01-13 04:48:09,4,5,1,0,none,,,,,,,USDCHF,1.26,23477.19,-95.05,1260.36,2319.0,0.866,0.0,,,,,,,,57
EVT_831862,USER_0432,login,2024-01-13 04:51:43,4,5,1,0,none,10.47.173.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,209
EVT_545666,USER_0493,session,2024-01-13 04:51:51,4,5,1,0,none,,,android_app,,,,,,,,,,,,,,,19.6,69.0,3.52,,273
EVT_875300,USER_0209,session,2024-01-13 04:52:02,4,5,1,0,none,,,android_app,,,,,,,,,,,,,,,35.4,22.0,0.62,,98
EVT_816574,USER_0201,session,2024-01-13 04:54:48,4,5,1,0,none,,,safari_mac,,,,,,,,,,,,,,,54.8,9.0,0.16,,77
EVT_972818,USER_0223,deposit,2024-01-13 04:58:27,4,5,1,0,none,,,,,,,,,,,,,,,2653.41,bank,0.0,,,,,175
EVT_680757,USER_0362,trade,2024-01-13 04:59:16,4,5,1,0,none,,,,,,,USDCHF,0.98,15364.28,284.21,3231.03,3216.0,0.87,1.0,,,,,,,,237
EVT_946675,USER_0465,deposit,2024-01-13 05:00:15,5,5,1,0,none,,,,,,,,,,,,,,,2557.69,crypto,0.0,,,,,79
EVT_164365,USER_0438,trade,2024-01-13 05:00:36,5,5,1,0,none,,,,,,,USDJPY,1.31,26439.43,487.91,3020.27,2521.0,1.215,1.0,,,,,,,,204
EVT_534685,USER_0311,login,2024-01-13 05:01:59,5,5,1,0,none,10.169.196.1,UK,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,339
EVT_292192,USER_0315,trade,2024-01-13 05:03:18,5,5,1,0,none,,,,,,,USDJPY,1.45,24226.54,306.59,1465.77,773.0,1.117,0.0,,,,,,,,335
EVT_737129,USER_0019,withdrawal,2024-01-13 05:06:09,5,5,1,1,wash_trader,,,,,,,,,,,,,,,358.02,crypto,0.0,,,,,284
EVT_570138,USER_0149,deposit,2024-01-13 05:06:53,5,5,1,0,none,,,,,,,,,,,,,,,195.9,bank,0.0,,,,,46
EVT_374653,USER_0391,deposit,2024-01-13 05:07:22,5,5,1,0,none,,,,,,,,,,,,,,,979.1,crypto,0.0,,,,,89
EVT_317095,USER_0247,login,2024-01-13 05:08:19,5,5,1,0,none,10.75.124.1,IN,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,205
EVT_516899,USER_0361,login,2024-01-13 05:09:47,5,5,1,0,none,10.235.8.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,211
EVT_331343,USER_0482,withdrawal,2024-01-13 05:11:54,5,5,1,0,none,,,,,,,,,,,,,,,179.85,bank,0.0,,,,,311
EVT_900359,USER_0314,trade,2024-01-13 05:11:55,5,5,1,0,none,,,,,,,USDCHF,0.18,2371.7,10.68,633.17,3579.0,1.149,1.0,,,,,,,,348
EVT_878438,USER_0459,trade,2024-01-13 05:24:37,5,5,1,0,none,,,,,,,AUDUSD,1.34,30283.79,-16.35,2829.86,2674.0,1.308,1.0,,,,,,,,291
EVT_502887,USER_0114,trade,2024-01-13 05:24:57,5,5,1,0,none,,,,,,,EURUSD,0.82,39238.36,160.01,4113.0,1911.0,1.46,0.0,,,,,,,,37
EVT_732453,USER_0173,deposit,2024-01-13 05:26:48,5,5,1,0,none,,,,,,,,,,,,,,,186.78,card,0.0,,,,,254
EVT_228520,USER_0434,login,2024-01-13 05:28:13,5,5,1,0,none,10.135.144.1,AE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,224
EVT_524483,USER_0092,trade,2024-01-13 05:30:18,5,5,1,0,none,,,,,,,USDCHF,1.7,8809.62,-183.51,4776.8,3106.0,1.039,0.0,,,,,,,,309
EVT_580304,USER_0023,deposit,2024-01-13 05:31:18,5,5,1,1,dormant_withdrawer,,,,,,,,,,,,,,,1766.94,card,0.0,,,,,339
EVT_708708,USER_0197,deposit,2024-01-13 05:38:55,5,5,1,0,none,,,,,,,,,,,,,,,2968.85,bank,0.0,,,,,52
EVT_218018,USER_0192,deposit,2024-01-13 05:41:17,5,5,1,0,none,,,,,,,,,,,,,,,2798.63,crypto,0.0,,,,,356
EVT_763664,USER_0048,withdrawal,2024-01-13 05:43:42,5,5,1,0,none,,,,,,,,,,,,,,,697.73,crypto,0.0,,,,,119
EVT_324933,USER_0178,session,2024-01-13 05:43:58,5,5,1,0,none,,,firefox_linux,,,,,,,,,,,,,,,35.7,25.0,0.7,,102
EVT_915585,USER_0037,deposit,2024-01-13 05:44:41,5,5,1,0,none,,,,,,,,,,,,,,,2348.48,bank,0.0,,,,,162
EVT_566529,USER_0305,login,2024-01-13 05:47:35,5,5,1,0,none,10.40.191.1,RU,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,260
EVT_361485,USER_0066,login,2024-01-13 05:48:17,5,5,1,0,none,10.13.42.1,RU,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,276
EVT_991554,USER_0106,login,2024-01-13 05:49:52,5,5,1,0,none,10.62.14.1,BR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,371
EVT_576126,USER_0182,withdrawal,2024-01-13 05:53:15,5,5,1,0,none,,,,,,,,,,,,,,,869.52,crypto,0.0,,,,,160
EVT_811936,USER_0138,trade,2024-01-13 05:54:01,5,5,1,0,none,,,,,,,USDCHF,0.07,31156.72,-92.91,4952.6,2761.0,1.29,0.0,,,,,,,,234
EVT_399430,USER_0053,trade,2024-01-13 05:55:25,5,5,1,0,none,,,,,,,AUDUSD,0.37,11108.1,-4.04,2014.18,2147.0,0.861,0.0,,,,,,,,299
EVT_649750,USER_0059,trade,2024-01-13 06:01:50,6,5,1,0,none,,,,,,,USDCHF,1.13,23687.36,-297.61,782.94,1392.0,0.881,0.0,,,,,,,,266
EVT_834414,USER_0118,trade,2024-01-13 06:06:35,6,5,1,0,none,,,,,,,AUDUSD,1.82,6308.07,214.29,3602.1,220.0,0.69,1.0,,,,,,,,131
EVT_896209,USER_0074,trade,2024-01-13 06:11:24,6,5,1,0,none,,,,,,,EURUSD,0.72,2785.47,-1.46,2043.23,3382.0,1.117,0.0,,,,,,,,47
EVT_188901,USER_0117,trade,2024-01-13 06:14:17,6,5,1,0,none,,,,,,,BTCUSD,1.11,7949.91,-51.46,4136.83,3341.0,1.193,0.0,,,,,,,,350
EVT_584894,USER_0097,login,2024-01-13 06:15:01,6,5,1,0,none,10.147.224.1,US,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,271
EVT_213751,USER_0410,trade,2024-01-13 06:18:35,6,5,1,0,none,,,,,,,USDCHF,1.87,17181.72,-137.12,4188.68,686.0,0.708,0.0,,,,,,,,268
EVT_926970,USER_0062,session,2024-01-13 06:21:35,6,5,1,0,none,,,ios_app,,,,,,,,,,,,,,,58.0,75.0,1.29,,107
EVT_771457,USER_0267,deposit,2024-01-13 06:23:55,6,5,1,0,none,,,,,,,,,,,,,,,2769.84,crypto,0.0,,,,,110
EVT_937019,USER_0092,trade,2024-01-13 06:25:00,6,5,1,0,none,,,,,,,GBPUSD,0.43,8709.82,-299.13,413.63,372.0,1.027,0.0,,,,,,,,309
EVT_172607,USER_0311,trade,2024-01-13 06:26:06,6,5,1,0,none,,,,,,,USDCHF,0.66,9854.54,214.89,2109.4,1718.0,0.839,0.0,,,,,,,,339
EVT_438481,USER_0283,deposit,2024-01-13 06:27:29,6,5,1,0,none,,,,,,,,,,,,,,,1222.33,bank,0.0,,,,,181
EVT_121548,USER_0316,trade,2024-01-13 06:31:38,6,5,1,0,none,,,,,,,EURUSD,1.54,18749.21,-2.95,4985.76,2826.0,1.184,0.0,,,,,,,,343
EVT_970234,USER_0483,trade,2024-01-13 06:42:12,6,5,1,0,none,,,,,,,BTCUSD,1.37,21320.2,-19.47,4930.5,2420.0,0.976,0.0,,,,,,,,358
EVT_487629,USER_0294,trade,2024-01-13 06:42:16,6,5,1,0,none,,,,,,,XAUUSD,1.24,5966.07,402.45,4335.72,2137.0,1.266,0.0,,,,,,,,65
EVT_656843,USER_0066,session,2024-01-13 06:43:34,6,5,1,0,none,,,safari_mac,,,,,,,,,,,,,,,55.1,58.0,1.05,,276
EVT_546865,USER_0115,deposit,2024-01-13 06:44:02,6,5,1,0,none,,,,,,,,,,,,,,,1463.76,crypto,0.0,,,,,317
EVT_805117,USER_0266,login,2024-01-13 06:47:15,6,5,1,0,none,10.168.154.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,123
EVT_870479,USER_0344,withdrawal,2024-01-13 06:50:35,6,5,1,0,none,,,,,,,,,,,,,,,403.37,bank,0.0,,,,,130
EVT_851824,USER_0146,trade,2024-01-13 06:51:13,6,5,1,0,none,,,,,,,EURUSD,1.07,21382.48,325.67,3171.4,2599.0,0.86,0.0,,,,,,,,353
EVT_299077,USER_0454,trade,2024-01-13 06:52:17,6,5,1,0,none,,,,,,,GBPUSD,2.0,9630.45,57.56,2793.9,1033.0,1.13,0.0,,,,,,,,302
EVT_604967,USER_0481,trade,2024-01-13 06:57:12,6,5,1,0,none,,,,,,,AUDUSD,1.31,8961.53,-62.27,458.12,1028.0,1.104,0.0,,,,,,,,220
EVT_122333,USER_0325,withdrawal,2024-01-13 07:06:10,7,5,1,0,none,,,,,,,,,,,,,,,378.33,bank,0.0,,,,,15
EVT_400955,USER_0457,session,2024-01-13 07:07:25,7,5,1,0,none,,,firefox_linux,,,,,,,,,,,,,,,41.5,46.0,1.11,,149
EVT_188249,USER_0226,trade,2024-01-13 07:12:51,7,5,1,0,none,,,,,,,GBPUSD,0.2,11824.46,314.51,4245.81,660.0,0.889,1.0,,,,,,,,121
EVT_715846,USER_0052,withdrawal,2024-01-13 07:14:30,7,5,1,0,none,,,,,,,,,,,,,,,127.51,crypto,0.0,,,,,267
EVT_564252,USER_0299,deposit,2024-01-13 07:18:15,7,5,1,0,none,,,,,,,,,,,,,,,206.13,crypto,0.0,,,,,128
EVT_224093,USER_0372,kyc_change,2024-01-13 07:18:20,7,5,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,86
EVT_479244,USER_0490,trade,2024-01-13 07:18:42,7,5,1,0,none,,,,,,,EURUSD,1.21,7556.7,-10.74,1737.65,596.0,0.707,0.0,,,,,,,,25
EVT_703054,USER_0334,withdrawal,2024-01-13 07:20:24,7,5,1,0,none,,,,,,,,,,,,,,,123.64,bank,0.0,,,,,174
EVT_771041,USER_0164,session,2024-01-13 07:20:38,7,5,1,0,none,,,android_app,,,,,,,,,,,,,,,24.5,45.0,1.84,,374
EVT_744412,USER_0466,kyc_change,2024-01-13 07:21:19,7,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,262
EVT_704375,USER_0496,deposit,2024-01-13 07:21:28,7,5,1,0,none,,,,,,,,,,,,,,,1638.91,bank,0.0,,,,,113
EVT_795224,USER_0449,login,2024-01-13 07:22:10,7,5,1,0,none,10.88.141.1,RU,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,362
EVT_655815,USER_0135,deposit,2024-01-13 07:22:30,7,5,1,0,none,,,,,,,,,,,,,,,2648.45,crypto,0.0,,,,,286
EVT_906121,USER_0196,login,2024-01-13 07:23:13,7,5,1,0,none,10.76.216.1,US,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,329
EVT_885354,USER_0150,withdrawal,2024-01-13 07:24:34,7,5,1,0,none,,,,,,,,,,,,,,,168.9,crypto,0.0,,,,,222
EVT_132190,USER_0297,login,2024-01-13 07:26:34,7,5,1,0,none,10.100.168.1,SG,ios_app,1.0,1.0,0.0,,,,,,,,,,,,,,,,163
EVT_591044,USER_0159,trade,2024-01-13 07:29:50,7,5,1,0,none,,,,,,,GBPUSD,0.77,5441.98,-389.16,260.4,471.0,0.983,0.0,,,,,,,,233
EVT_583673,USER_0407,login,2024-01-13 07:33:48,7,5,1,0,none,10.47.169.1,US,chrome_win,1.0,1.0,0.0,,,,,,,,,,,,,,,,18
EVT_268887,USER_0169,trade,2024-01-13 07:38:49,7,5,1,0,none,,,,,,,BTCUSD,1.34,10734.05,322.79,1069.8,904.0,0.728,1.0,,,,,,,,173
EVT_167047,USER_0225,deposit,2024-01-13 07:41:20,7,5,1,0,none,,,,,,,,,,,,,,,1525.29,card,0.0,,,,,259
EVT_497797,USER_0215,login,2024-01-13 07:42:08,7,5,1,0,none,10.142.127.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,227
EVT_654429,USER_0077,deposit,2024-01-13 07:43:15,7,5,1,0,none,,,,,,,,,,,,,,,982.36,bank,0.0,,,,,117
EVT_997367,USER_0134,trade,2024-01-13 07:46:00,7,5,1,0,none,,,,,,,USDCHF,1.39,11086.34,-157.74,2368.81,926.0,0.97,1.0,,,,,,,,332
EVT_427310,USER_0199,login,2024-01-13 07:47:41,7,5,1,0,none,10.213.95.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,166
EVT_559857,USER_0000,login,2024-01-13 07:49:58,7,5,1,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,337
EVT_749235,USER_0409,trade,2024-01-13 07:51:49,7,5,1,0,none,,,,,,,EURUSD,1.4,3383.36,-241.3,2281.52,851.0,1.307,0.0,,,,,,,,138
EVT_650290,USER_0183,deposit,2024-01-13 07:52:51,7,5,1,0,none,,,,,,,,,,,,,,,2832.34,bank,0.0,,,,,236
EVT_685676,USER_0054,trade,2024-01-13 07:54:49,7,5,1,0,none,,,,,,,AUDUSD,1.17,8008.93,-55.05,2415.12,1689.0,1.049,0.0,,,,,,,,216
EVT_596236,USER_0121,login,2024-01-13 07:57:48,7,5,1,0,none,10.92.87.1,UK,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,112
EVT_399346,USER_0107,trade,2024-01-13 07:59:07,7,5,1,0,none,,,,,,,EURUSD,1.56,20885.96,-188.9,4678.53,1652.0,0.965,0.0,,,,,,,,54
EVT_182870,USER_0236,withdrawal,2024-01-13 08:01:57,8,5,1,0,none,,,,,,,,,,,,,,,353.03,bank,0.0,,,,,268
EVT_393914,USER_0407,deposit,2024-01-13 08:03:53,8,5,1,0,none,,,,,,,,,,,,,,,1426.34,bank,0.0,,,,,18
EVT_129837,USER_0429,login,2024-01-13 08:05:07,8,5,1,0,none,10.85.211.1,CN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,337
EVT_895214,USER_0155,login,2024-01-13 08:06:10,8,5,1,0,none,10.108.79.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,49
EVT_705941,USER_0078,kyc_change,2024-01-13 08:06:20,8,5,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,294
